epoch,l1_eff,train_recon,train_l1,train_sparsity,train_l0,train_dead_frac,val_recon,val_r2,alive_frac,ever_active_frac,elapsed_s
1,1.50e-05,0.371510,0.041643,0.0352,288.0,0.0000,0.303725,0.7015,1.0000,1.0000,388
2,3.00e-05,0.471339,0.016106,0.0078,64.0,0.0000,0.475870,0.5324,1.0000,1.0000,370
3,3.00e-05,0.423854,0.016945,0.0078,64.0,0.0000,0.452081,0.5559,1.0000,1.0000,362
4,3.00e-05,0.400262,0.017391,0.0078,64.0,0.0000,0.437037,0.5707,1.0000,1.0000,366
