epoch,l1_eff,train_recon,train_l1,train_sparsity,train_dead_frac,val_recon,val_r2,alive_frac,ever_active_frac,elapsed_s
1,5.00e-05,0.011480,0.128046,0.4204,0.1289,0.001933,0.9509,0.9644,1.0000,365
