epoch,l1_eff,train_recon,train_l1,train_sparsity,train_dead_frac,val_recon,val_r2,alive_frac,ever_active_frac,elapsed_s
1,1.50e-05,0.011473,0.128106,0.4204,0.1290,0.002003,0.9491,0.9645,1.0000,374
2,3.00e-05,0.000912,0.188670,0.4946,0.4423,0.000895,0.9772,0.5626,1.0000,373
