feature_id	best_auprc	best_annot	mean_auprc_all	n_annots_above_03	n_annots_above_05	feat_mean_act	feat_variance	mystery_score
8117	0.195576474070549	Mutagenesis	0.11393414173142187	0	0	9.065069031177877e-07	2.9892105220927186e-07	0.804423525929451
10658	0.1958353246251742	Domain: SIS 1	0.1958353246251742	0	0	5.219676490413545e-08	1.7943389980732488e-08	0.8041646753748258
11878	0.19625863432884216	Beta strand	0.19625863432884216	0	0	1.3078163124195798e-07	5.7153420468003475e-08	0.8037413656711578
836	0.19693881273269653	Domain: RdRp catalytic	0.19693881273269653	0	0	2.2351856222529857e-07	1.0024873157963917e-07	0.8030611872673035
9149	0.19766983058717516	Domain: SIS 1	0.19766983058717516	0	0	1.597683384377518e-07	4.3451250868811756e-08	0.8023301694128249
6178	0.1998535543680191	DNA binding: Homeobox	0.1998535543680191	0	0	3.5244143735460004e-08	5.516750913241803e-09	0.8001464456319809
3872	0.20369045436382294	Topological domain: Cytoplasmic	0.20369045436382294	0	0	9.255919958407256e-09	2.6474403057401783e-09	0.7963095456361771
15418	0.20394423604011536	Beta strand	0.15643705427646637	0	0	3.417024459623324e-07	1.0791673140124067e-07	0.7960557639598846
10642	0.20507101714611053	Zinc finger: B box-type	0.20507101714611053	0	0	1.0809220102332228e-08	3.6182516218743894e-09	0.7949289828538895
6595	0.206315815448761	Region: Disordered	0.19339489191770554	0	0	2.5972354622675786e-07	2.41520417371217e-07	0.793684184551239
4680	0.20660389959812164	Region: Disordered	0.16193758820494017	0	0	6.74552965977945e-07	6.878889459354434e-07	0.7933961004018784
7885	0.20814943959315615	Domain: tr-type G	0.20814943959315615	0	0	2.3520773142664257e-06	7.92500708333334e-07	0.7918505604068439
13158	0.2084631472826004	Beta strand	0.15914717689156532	0	0	1.2825438871651062e-05	7.522383413491561e-06	0.7915368527173996
3073	0.21135541796684265	Beta strand	0.21135541796684265	0	0	2.250253005461246e-06	1.1012699534437708e-06	0.7886445820331573
