feature_id	best_auprc	best_annot	mean_auprc_all	n_annots_above_03	n_annots_above_05	feat_mean_act	feat_variance	mystery_score
10832	0.9999999701976776	Transit peptide: Chloroplast	0.3322519230654138	168	89	0.016419265732745845	0.005789565116355508	2.9802322387695312e-08
9518	0.9999999701976776	Domain: PE	0.33481450713589866	162	80	0.009590529223982602	0.003285316078463103	2.9802322387695312e-08
5081	0.9999999701976776	Transit peptide: Chloroplast	0.3203091994884734	160	82	0.026595785748546485	0.015146475648002759	2.9802322387695312e-08
3415	0.9999999701976776	Transit peptide: Chloroplast	0.33813837299922767	178	100	0.04623478196759416	0.019960316382162845	2.9802322387695312e-08
6692	0.9999999701976776	Domain: PE	0.41765669273760075	35	17	8.696743653358495e-05	6.233503783023141e-05	2.9802322387695312e-08
12748	0.9999999701976776	Transit peptide: Chloroplast	0.3367231229063957	162	88	0.05066985165120799	0.023166174330067856	2.9802322387695312e-08
1805	0.9999999701976776	Transit peptide: Chloroplast	0.33302767359391017	168	87	0.019773151970800384	0.008778294693610458	2.9802322387695312e-08
13121	0.9999999701976776	Transit peptide: Chloroplast	0.3475585344650396	173	95	0.031149340172039883	0.032278263294881766	2.9802322387695312e-08
9710	0.9999999701976776	Signal peptide	0.3878955231284767	19	10	0.00013193341537906845	8.323660286305719e-05	2.9802322387695312e-08
5505	0.9999999701976776	Topological domain: Cytoplasmic	0.4561400847605355	6	2	3.558917056051429e-05	1.552458472230503e-05	2.9802322387695312e-08
7390	0.9999999701976776	Transit peptide: Chloroplast	0.3311279733137453	165	86	0.023313081346981485	0.007431541582756786	2.9802322387695312e-08
15013	0.9999999701976776	Transit peptide: Chloroplast	0.33410444705467207	163	91	0.016531618296575474	0.00492363716265322	2.9802322387695312e-08
3783	0.9999999701976776	Transit peptide: Chloroplast	0.3423597793577552	186	94	0.08472774139734911	0.07704457678525653	2.9802322387695312e-08
15036	0.9999999701976776	Transit peptide: Chloroplast	0.3329485853025967	173	95	0.04168916609524406	0.017616303652372888	2.9802322387695312e-08
6797	0.9999999701976776	Transit peptide: Chloroplast	0.34105294290870575	176	95	0.0765812825449721	0.06609598447915774	2.9802322387695312e-08
1080	0.9999999701976776	Region: Disordered	0.5246245311882026	25	19	4.5371707480210697e-05	2.1524948592611767e-05	2.9802322387695312e-08
