property	mean_in	mean_out	contrast	cohen_d	mean_act_hi	mean_act_lo	act_cohen_d	n_in	n_out
disorder_prop	0.11238984737463373	0.13553781303397336	-0.02314796565933963	-0.26744436197714494	0.11008499281355033	0.1453176814879241	-0.407067475471885	9691	2129
hydrophobicity	0.06290368879251025	-0.5858619333209427	0.648765622113453	0.21882301411596863	0.13279432484920245	-0.8834714797869132	0.34277763638125663	9691	2129
polarity	0.33031885046829024	0.38469234255906726	-0.05437349209077702	-0.19695733924634978	0.3270978421145806	0.39792357112107796	-0.2565523492957502	9691	2129
helix_prop	0.7080899853601063	0.652808834600471	0.055281150759635245	0.14345638095006333	0.7095418790151453	0.6474539632831818	0.16112015703811214	9691	2129
sheet_prop	0.67398720430142	0.6381869413109104	0.035800262990509646	0.11274431300364877	0.68202218052562	0.60320441861179	0.24821757375960046	9691	2129
aromaticity	0.08172531214528944	0.07045561296383279	0.01126969918145665	0.042513862878679816	0.08893034825870647	0.03867403314917127	0.18958714469238758	9691	2129
charge	0.011660303374264781	-0.0056364490371066224	0.017296752411371404	0.035500018188973415	0.008810116086235489	0.007366482504604052	0.0029629272124191484	9691	2129
volume	129.70930576924752	128.61066016416248	1.0986456050850393	0.02865152939329441	130.24997743682482	126.23075294143368	0.10481717510628429	9691	2129
